Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
May 08 2025 13:22:57,30,1,2,3,1.3,0.975,0.974,0.974,4,1,0.0246,0.0258,0.0258,-0.0012,-0.0001,SuperMemo 会让你复习多少次
May 09 2025 17:47:42,50,2,3,4,1.45,0.957,0.933,0.933,3,1,0.0432,0.067,0.067,-0.0238,-0.0026,选中关键词，并按下[.]，可创建问答卡片（完型填空）
May 09 2025 17:47:57,9,2,3,4,1.46,0.961,0.931,0.931,3,1,0.039,0.0688,0.0688,-0.0298,-0.0032,任何你使用 SuperMemo 学习的材料都会回来找你，让你复习和重复。每一天，你需要复习安排好的部分学习材料。按下 Ctrl+L，或点击[.]按钮  让我们再测试一次！（按下回车）
May 10 2025 10:19:15,40,3,8,6,0.75,0.947,0.906,0.906,5,1,0.0531,0.0938,0.0938,-0.0407,-0.006,导入一篇网络文章到 SuperMemo：  在你的[.]，复制选中的文本（Ctrl+C）  在 SuperMemo，点击（Ctrl+N）
May 10 2025 10:19:20,23,3,6,6,1.01,0.951,0.904,0.904,4,1,0.0492,0.0957,0.0957,-0.0465,-0.0067,你可以按下[.]（快捷键）在之前浏览过的卡片列表上前进. 注：就像在网页浏览器里面那样
May 10 2025 10:20:00,17,3,6,6,1.02,0.954,0.903,0.903,4,1,0.0459,0.0973,0.0973,-0.0514,-0.0074,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - [.]新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
May 10 2025 18:10:01,16,3,8,6,0.79,0.957,0.889,0.889,5,1,0.0433,0.1107,0.1107,-0.0674,-0.0104,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - 添加新的问题和回答（新增）  Ctrl+L - [.]要学习的材料（学习）
May 10 2025 18:10:06,25,3,5,6,1.25,0.959,0.887,0.887,4,1,0.041,0.1125,0.1125,-0.0715,-0.011,在你输入完问题后，你可以按 [.] 移动到答案区继续输入。
May 10 2025 18:11:32,20,3,5,6,1.23,0.961,0.886,0.886,4,1,0.0391,0.1144,0.1144,-0.0753,-0.0116,什么时候你会复习一段已经学过的知识？（点击正确答案，并在窗口底部检查 SuperMemo 给出的评分）
May 10 2025 18:11:41,14,3,5,6,1.27,0.963,0.891,0.891,4,1,0.0374,0.1094,0.1094,-0.072,-0.0106,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - 添加新的问题和回答（新增）  [.] - 重复要学习的材料（学习）
May 10 2025 18:23:15,15,3,5,40,8.07,0.964,0.991,0.994,4,1,0.036,0.0093,0.0061,0.0298,0.0013,使用 SuperMemo，你只需要记得两个快捷键：  [.] - 添加新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
May 11 2025 13:10:54,52,4,8,43,5.42,0.954,0.988,0.993,4,1,0.046,0.0118,0.0066,0.0393,0.0021,在你创建一个完型填空后，你可以点击[.]按钮，或按下Alt+??查看你挖空的结果
